viewDate,areaMunKm,areaUcKm,uc,uf,municipio,geocod,className
11/10/2024,0.2,0,,PA,Monte Alegre,1504802,DESMATAMENTO_CR
19/01/2025,0.45,0,,RR,Rorainopolis,1400472,DESMATAMENTO_CR
29/09/2024,0.06,0,,PA,Igarape-Miri,1503309,DESMATAMENTO_CR
27/11/2024,0.17,0,,PA,Bagre,1501105,DESMATAMENTO_CR
27/11/2024,0.2,0,,PA,Bagre,1501105,DESMATAMENTO_CR
11/10/2024,0.12,0,,MT,Uniao do Sul,5108303,DESMATAMENTO_CR
11/10/2024,0.95,0,,PA,Monte Alegre,1504802,DESMATAMENTO_CR
02/10/2024,0.11,0,,AC,Jordao,1200328,DESMATAMENTO_CR
08/10/2024,0.13,0,,MT,Colniza,5103254,DESMATAMENTO_CR
27/11/2024,0.14,0,,PA,Bom Jesus do Tocantins,1501576,DESMATAMENTO_CR
12/05/2025,0.21,0,,PA,Santa Maria das Barreiras,1506583,DESMATAMENTO_CR
11/10/2024,0.15,0,,MT,Uniao do Sul,5108303,DESMATAMENTO_CR
19/01/2025,0.27,0,,RR,Mucajai,1400308,DESMATAMENTO_CR
11/09/2024,0.13,0.13,ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,PA,Itaituba,1503606,DESMATAMENTO_CR
12/05/2025,0.47,0,,PA,Santana do Araguaia,1506708,DESMATAMENTO_CR
19/01/2025,0.56,0,,RR,Rorainopolis,1400472,DESMATAMENTO_CR
11/09/2024,0.11,0,,PA,Itaituba,1503606,DESMATAMENTO_CR
02/10/2024,0.07,0,,AC,Manoel Urbano,1200344,DESMATAMENTO_CR
08/10/2024,0.07,0,,MT,Colniza,5103254,DESMATAMENTO_CR
11/10/2024,0.08,0,,PA,Alenquer,1500404,DESMATAMENTO_CR
11/09/2024,0.14,0,,PA,Aveiro,1501006,DESMATAMENTO_CR
11/09/2024,0.08,0,,PA,Aveiro,1501006,DESMATAMENTO_CR
11/09/2024,0.08,0,,PA,Aveiro,1501006,DESMATAMENTO_CR
11/09/2024,0.34,0,,PA,Aveiro,1501006,DESMATAMENTO_CR
11/09/2024,0.09,0,,PA,Aveiro,1501006,DESMATAMENTO_CR
11/09/2024,0.12,0,,PA,Aveiro,1501006,DESMATAMENTO_CR
11/09/2024,0.07,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.06,0,,PA,Aveiro,1501006,DESMATAMENTO_CR
11/09/2024,0.11,0,,PA,Aveiro,1501006,DESMATAMENTO_CR
11/09/2024,0.07,0,,PA,Aveiro,1501006,DESMATAMENTO_CR
11/09/2024,0.19,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.1,0,,PA,Aveiro,1501006,DESMATAMENTO_CR
11/10/2024,3.62,0,,MT,Uniao do Sul,5108303,DESMATAMENTO_CR
11/09/2024,0.16,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.11,0,,PA,Aveiro,1501006,DESMATAMENTO_CR
11/09/2024,0.08,0,,PA,Aveiro,1501006,DESMATAMENTO_CR
06/09/2024,0.09,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.1,0,,PA,Aveiro,1501006,DESMATAMENTO_CR
11/09/2024,0.14,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.12,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.07,0,,PA,Itaituba,1503606,DESMATAMENTO_CR
11/09/2024,0.1,0,,PA,Itaituba,1503606,DESMATAMENTO_CR
11/09/2024,0.07,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.07,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.14,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.19,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.07,0,,PA,Itaituba,1503606,DESMATAMENTO_CR
11/09/2024,0.33,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.08,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.06,0,,PA,Itaituba,1503606,DESMATAMENTO_CR
11/09/2024,0.15,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.08,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.09,0,,PA,Itaituba,1503606,DESMATAMENTO_CR
11/09/2024,0.07,0,,PA,Itaituba,1503606,DESMATAMENTO_CR
11/09/2024,0.07,0,,PA,Itaituba,1503606,DESMATAMENTO_CR
11/09/2024,0.08,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.07,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.07,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/10/2024,0.07,0,,PA,Alenquer,1500404,DESMATAMENTO_CR
11/09/2024,0.08,0,,PA,Itaituba,1503606,DESMATAMENTO_CR
11/09/2024,0.21,0,,PA,Itaituba,1503606,DESMATAMENTO_CR
11/09/2024,0.08,0,,PA,Itaituba,1503606,DESMATAMENTO_CR
11/09/2024,0.08,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.35,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.06,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.19,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.08,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.12,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.09,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.08,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.07,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.09,0.09,FLORESTA NACIONAL DE ITAITUBA II,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.12,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.1,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.4,0,,PA,Trairao,1508050,DESMATAMENTO_CR
12/05/2025,0.18,0,,MT,Canarana,5102702,DESMATAMENTO_CR
11/10/2024,2.36,0,,MT,Uniao do Sul,5108303,DESMATAMENTO_CR
11/09/2024,0.11,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.1,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.1,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.07,0,,PA,Itaituba,1503606,DESMATAMENTO_CR
11/09/2024,0.14,0,,PA,Itaituba,1503606,DESMATAMENTO_CR
11/09/2024,0.09,0,,PA,Trairao,1508050,DESMATAMENTO_CR
12/05/2025,0.27,0,,MT,Paranatinga,5106307,DESMATAMENTO_CR
11/09/2024,0.07,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.11,0,,PA,Trairao,1508050,DESMATAMENTO_CR
11/09/2024,0.16,0,,PA,Itaituba,1503606,DESMATAMENTO_CR
11/09/2024,3.77,0,,PA,Itaituba,1503606,DESMATAMENTO_CR
11/09/2024,0.07,0,,PA,Itaituba,1503606,DESMATAMENTO_CR
02/10/2024,0.09,0,,AC,Porto Walter,1200393,DESMATAMENTO_CR
12/05/2025,0.62,0,,MT,Querencia,5107065,DESMATAMENTO_CR
11/09/2024,0.08,0,,PA,Itaituba,1503606,DESMATAMENTO_CR
12/05/2025,0.3,0,,MT,Querencia,5107065,DESMATAMENTO_CR
11/09/2024,0.08,0,,AM,Maues,1302900,DESMATAMENTO_CR
11/09/2024,0.15,0,,PA,Itaituba,1503606,DESMATAMENTO_CR
11/09/2024,0.15,0,,PA,Jacareacanga,1503754,DESMATAMENTO_CR
27/11/2024,0.12,0,,PA,Moju,1504703,DESMATAMENTO_CR
27/11/2024,0.41,0,,RR,Caracarai,1400209,DESMATAMENTO_CR
11/09/2024,0.14,0,,PA,Itaituba,1503606,DESMATAMENTO_CR
02/10/2024,0.06,0,,AC,Jordao,1200328,DESMATAMENTO_CR
11/09/2024,0.1,0,,PA,Jacareacanga,1503754,DESMATAMENTO_CR
11/09/2024,0.08,0,,PA,Jacareacanga,1503754,DESMATAMENTO_CR
11/09/2024,0.29,0,,PA,Jacareacanga,1503754,DESMATAMENTO_CR
08/10/2024,0.31,0,,RO,Cujubim,1100940,DESMATAMENTO_CR
11/09/2024,0.39,0,,AM,Apui,1300144,DESMATAMENTO_CR
11/09/2024,0.72,0,,MT,Uniao do Sul,5108303,DESMATAMENTO_CR
09/09/2024,5.52,0,,MT,Uniao do Sul,5108303,DESMATAMENTO_CR
11/09/2024,0.21,0,,MT,Marcelandia,5105580,DESMATAMENTO_CR
11/09/2024,0.1,0,,MT,Marcelandia,5105580,DESMATAMENTO_CR
02/10/2024,0.08,0,,AC,Manoel Urbano,1200344,DESMATAMENTO_CR
27/11/2024,0.22,0,,PA,Moju,1504703,DESMATAMENTO_CR
01/10/2024,0.31,0,,AM,Labrea,1302405,DESMATAMENTO_CR
11/10/2024,0.07,0,,PA,Monte Alegre,1504802,DESMATAMENTO_CR
11/05/2025,0.31,0,,AM,Humaita,1301704,DESMATAMENTO_CR
11/10/2024,0.22,0,,PA,Monte Alegre,1504802,DESMATAMENTO_CR
11/09/2024,1.66,0,,MT,Sinop,5107909,DESMATAMENTO_CR
02/10/2024,0.11,0,,AC,Rio Branco,1200401,DESMATAMENTO_CR
11/10/2024,0.62,0,,MT,Uniao do Sul,5108303,DESMATAMENTO_CR
11/09/2024,0.42,0,,MT,Nova Maringa,5108907,DESMATAMENTO_CR
11/09/2024,2.34,0,,MT,Nova Maringa,5108907,DESMATAMENTO_CR
27/11/2024,0.15,0,,PA,Breu Branco,1501782,DESMATAMENTO_CR
02/10/2024,0.1,0,,AC,Rio Branco,1200401,DESMATAMENTO_CR
16/10/2024,0.07,0,,PA,Itaituba,1503606,DESMATAMENTO_CR
12/05/2025,0.1,0,,MT,Uniao do Sul,5108303,DESMATAMENTO_CR
27/11/2024,0.11,0,,PA,Pacaja,1505486,DESMATAMENTO_CR
02/10/2024,0.07,0,,AC,Xapuri,1200708,DESMATAMENTO_CR
12/05/2025,0.08,0,,MT,Marcelandia,5105580,DESMATAMENTO_CR
12/05/2025,0.12,0,,MT,Marcelandia,5105580,DESMATAMENTO_CR
27/11/2024,0.07,0,,PA,Pacaja,1505486,DESMATAMENTO_CR
06/10/2024,0.33,0,,PA,Medicilandia,1504455,DESMATAMENTO_CR
11/09/2024,0.91,0,,MT,Colniza,5103254,DESMATAMENTO_CR
11/09/2024,8.37,0,,MT,Colniza,5103254,DESMATAMENTO_CR
11/05/2025,0.11,0,,AM,Manicore,1302702,DESMATAMENTO_CR
06/10/2024,0.09,0,,PA,Santarem,1506807,DESMATAMENTO_CR
27/11/2024,0.14,0,,AM,Manaus,1302603,DESMATAMENTO_CR
12/05/2025,0.31,0,,MT,Marcelandia,5105580,DESMATAMENTO_CR
02/10/2024,0.11,0,,AC,Rio Branco,1200401,DESMATAMENTO_CR
27/11/2024,0.14,0,,RR,Caracarai,1400209,DESMATAMENTO_CR
27/11/2024,0.09,0,,RR,Caracarai,1400209,DESMATAMENTO_CR
10/09/2024,0.17,0,,AM,Boca do Acre,1300706,DESMATAMENTO_CR
10/09/2024,0.09,0,,AM,Boca do Acre,1300706,DESMATAMENTO_CR
10/09/2024,0.14,0,,AM,Boca do Acre,1300706,DESMATAMENTO_CR
10/09/2024,1.04,0,,RR,Iracema,1400282,DESMATAMENTO_CR
10/09/2024,0.58,0,,RR,Caracarai,1400209,DESMATAMENTO_CR
10/09/2024,0.13,0,,AC,Sena Madureira,1200500,DESMATAMENTO_CR
10/09/2024,0.1,0,,AC,Manoel Urbano,1200344,DESMATAMENTO_CR
10/09/2024,0.09,0,,RR,Canta,1400175,DESMATAMENTO_CR
10/09/2024,0.09,0,,RR,Canta,1400175,DESMATAMENTO_CR
10/09/2024,0.08,0,,RR,Iracema,1400282,DESMATAMENTO_CR
02/10/2024,0.18,0,,AC,Rio Branco,1200401,DESMATAMENTO_CR
10/09/2024,0.08,0,,AM,Uarini,1304260,DESMATAMENTO_CR
09/09/2024,0.08,0,,PA,Tailandia,1507953,DESMATAMENTO_CR
09/09/2024,0.08,0,,PA,Tailandia,1507953,DESMATAMENTO_CR
09/09/2024,0.12,0,,PA,Paragominas,1505502,DESMATAMENTO_CR
09/09/2024,0.07,0,,PA,Baiao,1501204,DESMATAMENTO_CR
09/09/2024,0.11,0,,PA,Moju,1504703,DESMATAMENTO_CR
27/11/2024,0.09,0,,RR,Rorainopolis,1400472,DESMATAMENTO_CR
06/10/2024,0.1,0,,PA,Placas,1505650,DESMATAMENTO_CR
09/09/2024,0.06,0,,PA,Moju,1504703,DESMATAMENTO_CR
12/05/2025,0.14,0,,MT,Peixoto de Azevedo,5106422,DESMATAMENTO_CR
09/09/2024,0.23,0,,PA,Prainha,1506005,DESMATAMENTO_CR
09/09/2024,0.09,0,,PA,Moju,1504703,DESMATAMENTO_CR
09/09/2024,0.08,0,,PA,Prainha,1506005,DESMATAMENTO_CR
09/09/2024,0.08,0,,PA,Prainha,1506005,DESMATAMENTO_CR
09/09/2024,0.08,0,,PA,Ulianopolis,1508126,DESMATAMENTO_CR
09/09/2024,0.1,0,,PA,Prainha,1506005,DESMATAMENTO_CR
09/09/2024,0.1,0,,PA,Sao Felix do Xingu,1507300,DESMATAMENTO_CR
09/09/2024,0.06,0,,PA,Prainha,1506005,DESMATAMENTO_CR
09/09/2024,0.1,0,,PA,Prainha,1506005,DESMATAMENTO_CR
09/09/2024,0.1,0,,PA,Prainha,1506005,DESMATAMENTO_CR
09/09/2024,0.13,0,,PA,Prainha,1506005,DESMATAMENTO_CR
09/09/2024,0.1,0,,PA,Prainha,1506005,DESMATAMENTO_CR
09/09/2024,0.1,0,,PA,Ulianopolis,1508126,DESMATAMENTO_CR
09/09/2024,0.1,0,,PA,Tailandia,1507953,DESMATAMENTO_CR
09/09/2024,1.4,0,,PA,Ulianopolis,1508126,DESMATAMENTO_CR
09/09/2024,0.08,0,,PA,Ulianopolis,1508126,DESMATAMENTO_CR
09/09/2024,0.07,0,,PA,Sao Felix do Xingu,1507300,DESMATAMENTO_CR
27/11/2024,0.08,0,,RR,Rorainopolis,1400472,DESMATAMENTO_CR
09/09/2024,0.1,0,,PA,Sao Felix do Xingu,1507300,DESMATAMENTO_CR
09/09/2024,0.11,0,,PA,Ulianopolis,1508126,DESMATAMENTO_CR
09/09/2024,0.15,0,,PA,Ulianopolis,1508126,DESMATAMENTO_CR
09/09/2024,0.12,0,,PA,Ulianopolis,1508126,DESMATAMENTO_CR
12/05/2025,0.21,0,,MT,Guaranta do Norte,5104104,DESMATAMENTO_CR
09/09/2024,0.25,0,,PA,Ulianopolis,1508126,DESMATAMENTO_CR
09/09/2024,0.11,0,,PA,Sao Felix do Xingu,1507300,DESMATAMENTO_CR
09/09/2024,0.12,0,,PA,Sao Felix do Xingu,1507300,DESMATAMENTO_CR
09/09/2024,0.22,0,,PA,Ulianopolis,1508126,DESMATAMENTO_CR
09/09/2024,0.24,0,,PA,Ulianopolis,1508126,DESMATAMENTO_CR
09/09/2024,0.13,0,,PA,Sao Felix do Xingu,1507300,DESMATAMENTO_CR
09/09/2024,0.15,0,,TO,Carmolandia,1703883,DESMATAMENTO_CR
09/09/2024,0.08,0,,PA,Rondon do Para,1506187,DESMATAMENTO_CR
27/11/2024,0.18,0,,PA,Baiao,1501204,DESMATAMENTO_CR
27/11/2024,0.08,0,,PA,Pacaja,1505486,DESMATAMENTO_CR
27/11/2024,0.04,0,,PA,Pacaja,1505486,DESMATAMENTO_CR
27/11/2024,0.05,0,,PA,Novo Repartimento,1505064,DESMATAMENTO_CR
27/11/2024,0.06,0,,PA,Pacaja,1505486,DESMATAMENTO_CR
27/11/2024,0.09,0,,PA,Tucurui,1508100,DESMATAMENTO_CR
11/05/2025,0.2,0,,AM,Novo Aripuana,1303304,DESMATAMENTO_CR
27/11/2024,0.11,0,,PA,Novo Repartimento,1505064,DESMATAMENTO_CR
09/09/2024,0.1,0,,PA,Ipixuna do Para,1503457,DESMATAMENTO_CR
11/10/2024,0.13,0,,MT,Uniao do Sul,5108303,DESMATAMENTO_CR
09/09/2024,0.08,0,,TO,Couto Magalhaes,1706001,DESMATAMENTO_CR
19/01/2025,0.07,0,,RR,Rorainopolis,1400472,DESMATAMENTO_CR
09/09/2024,0.11,0,,PA,Rio Maria,1506161,DESMATAMENTO_CR
27/11/2024,0.07,0,,PA,Pacaja,1505486,DESMATAMENTO_CR
09/09/2024,0.1,0,,PA,Rio Maria,1506161,DESMATAMENTO_CR
27/11/2024,0.11,0,,PA,Pacaja,1505486,DESMATAMENTO_CR
11/05/2025,0.26,0,,MT,Comodoro,5103304,DESMATAMENTO_CR
09/09/2024,0.14,0,,PA,Rio Maria,1506161,DESMATAMENTO_CR
09/09/2024,0.09,0,,PA,Rio Maria,1506161,DESMATAMENTO_CR
27/11/2024,0.16,0,,PA,Pacaja,1505486,DESMATAMENTO_CR
19/01/2025,0.07,0,,RR,Rorainopolis,1400472,DESMATAMENTO_CR
27/11/2024,0.07,0,,PA,Pacaja,1505486,DESMATAMENTO_CR
02/10/2024,0.06,0,,AC,Rio Branco,1200401,DESMATAMENTO_CR
19/10/2024,0.12,0,,PA,Prainha,1506005,DESMATAMENTO_CR
09/09/2024,0.06,0,,PA,Conceiçao do Araguaia,1502707,DESMATAMENTO_CR
09/09/2024,0.1,0,,PA,Conceiçao do Araguaia,1502707,DESMATAMENTO_CR
09/09/2024,0.09,0,,PA,Conceiçao do Araguaia,1502707,DESMATAMENTO_CR
09/09/2024,0.08,0,,PA,Conceiçao do Araguaia,1502707,DESMATAMENTO_CR
27/11/2024,0.31,0,,PA,Pacaja,1505486,DESMATAMENTO_CR
27/11/2024,0.08,0,,MT,Aripuana,5101407,DESMATAMENTO_CR
27/11/2024,0.18,0,,MT,Pontes E Lacerda,5106752,DESMATAMENTO_CR
19/01/2025,0.12,0,,RR,Rorainopolis,1400472,DESMATAMENTO_CR
19/01/2025,0.07,0,,RR,Caroebe,1400233,DESMATAMENTO_CR
19/01/2025,0.1,0,,RR,Rorainopolis,1400472,DESMATAMENTO_CR
09/09/2024,0.13,0,,PA,Parauapebas,1505536,DESMATAMENTO_CR
09/09/2024,0.1,0,,PA,Parauapebas,1505536,DESMATAMENTO_CR
09/09/2024,0.08,0,,PA,Parauapebas,1505536,DESMATAMENTO_CR
02/10/2024,0.16,0.16,RESERVA EXTRATIVISTA CHICO MENDES,AC,Xapuri,1200708,DESMATAMENTO_CR
27/11/2024,0.09,0,,MT,Aripuana,5101407,DESMATAMENTO_CR
09/09/2024,0.38,0,,PA,Portel,1505809,DESMATAMENTO_CR
06/10/2024,1.19,0,,MT,Colniza,5103254,DESMATAMENTO_CR
11/05/2025,0.23,0,,AM,Novo Aripuana,1303304,DESMATAMENTO_CR
09/09/2024,0.09,0,,PA,Pau D'arco,1505551,DESMATAMENTO_CR
09/09/2024,0.08,0,,PA,Redençao,1506138,DESMATAMENTO_CR
27/11/2024,0.13,0,,MT,Aripuana,5101407,DESMATAMENTO_CR
09/09/2024,0.2,0,,PA,Curionopolis,1502772,DESMATAMENTO_CR
27/11/2024,0.15,0,,MT,Aripuana,5101407,DESMATAMENTO_CR
09/09/2024,0.06,0,,PA,Pacaja,1505486,DESMATAMENTO_CR
09/09/2024,0.14,0,,PA,Sao Felix do Xingu,1507300,DESMATAMENTO_CR
01/10/2024,0.08,0.08,RESERVA EXTRATIVISTA DO RIO OURO PRETO,RO,Guajara-Mirim,1100106,DESMATAMENTO_CR
09/09/2024,0.09,0,,PA,Pacaja,1505486,DESMATAMENTO_CR
09/09/2024,0.23,0,,PA,Santa Maria das Barreiras,1506583,DESMATAMENTO_CR
09/09/2024,0.12,0,,PA,Santa Maria das Barreiras,1506583,DESMATAMENTO_CR
11/10/2024,0.07,0,,PA,Oriximina,1505304,DESMATAMENTO_CR
09/09/2024,0.07,0,,PA,Sao Felix do Xingu,1507300,DESMATAMENTO_CR
09/09/2024,0.09,0,,PA,Sao Felix do Xingu,1507300,DESMATAMENTO_CR
09/09/2024,0.08,0,,PA,Sao Felix do Xingu,1507300,DESMATAMENTO_CR
11/10/2024,5.67,0,,MT,Uniao do Sul,5108303,DESMATAMENTO_CR
19/10/2024,0.09,0,,PA,Prainha,1506005,DESMATAMENTO_CR
09/09/2024,0.37,0,,PA,Bannach,1501253,DESMATAMENTO_CR
16/10/2024,0.14,0,,PA,Jacareacanga,1503754,DESMATAMENTO_CR
09/09/2024,0.11,0.11,RESERVA EXTRATIVISTA VERDE PARA SEMPRE,PA,Porto de Moz,1505908,DESMATAMENTO_CR
09/09/2024,0.08,0,,PA,Sao Felix do Xingu,1507300,DESMATAMENTO_CR
11/05/2025,0.49,0,,RO,Porto Velho,1100205,DESMATAMENTO_CR
11/10/2024,0.07,0,,PA,Monte Alegre,1504802,DESMATAMENTO_CR
02/10/2024,0.11,0,,AC,Rio Branco,1200401,DESMATAMENTO_CR
27/11/2024,0.09,0,,RR,Rorainopolis,1400472,DESMATAMENTO_CR
09/09/2024,0.07,0,,PA,Sao Felix do Xingu,1507300,DESMATAMENTO_CR
09/09/2024,0.06,0,,PA,Sao Felix do Xingu,1507300,DESMATAMENTO_CR
09/09/2024,0.08,0,,PA,Sao Felix do Xingu,1507300,DESMATAMENTO_CR
09/09/2024,0.13,0,,PA,Sao Felix do Xingu,1507300,DESMATAMENTO_CR
09/09/2024,0.18,0,,PA,Sao Felix do Xingu,1507300,DESMATAMENTO_CR
09/09/2024,0.11,0,,PA,Sao Felix do Xingu,1507300,DESMATAMENTO_CR
24/09/2024,1.12,0,,MT,Uniao do Sul,5108303,DESMATAMENTO_CR
09/09/2024,0.08,0,,PA,Sao Felix do Xingu,1507300,DESMATAMENTO_CR
16/10/2024,0.25,0,,PA,Jacareacanga,1503754,DESMATAMENTO_CR
09/09/2024,0.1,0,,PA,Sao Felix do Xingu,1507300,DESMATAMENTO_CR
19/10/2024,0.06,0,,PA,Prainha,1506005,DESMATAMENTO_CR
11/10/2024,0.16,0,,PA,Monte Alegre,1504802,DESMATAMENTO_CR
09/09/2024,0.08,0,,PA,Porto de Moz,1505908,DESMATAMENTO_CR
19/10/2024,0.09,0,,PA,Prainha,1506005,DESMATAMENTO_CR
11/10/2024,0.09,0,,PA,Monte Alegre,1504802,DESMATAMENTO_CR
11/05/2025,0.54,0,,AM,Humaita,1301704,DESMATAMENTO_CR
09/09/2024,0.14,0,,PA,Altamira,1500602,DESMATAMENTO_CR
09/09/2024,0.13,0,,PA,Altamira,1500602,DESMATAMENTO_CR
09/09/2024,0.2,0,,PA,Altamira,1500602,DESMATAMENTO_CR
27/11/2024,0.08,0,,PA,Terra Santa,1507979,DESMATAMENTO_CR
02/10/2024,0.08,0,,AC,Rio Branco,1200401,DESMATAMENTO_CR
27/11/2024,0.1,0,,RR,Caroebe,1400233,DESMATAMENTO_CR
09/09/2024,0.12,0,,PA,Altamira,1500602,DESMATAMENTO_CR
27/11/2024,0.8,0,,RR,Caroebe,1400233,DESMATAMENTO_CR
09/09/2024,0.19,0,,PA,Altamira,1500602,DESMATAMENTO_CR
09/09/2024,0.08,0,,PA,Altamira,1500602,DESMATAMENTO_CR
27/11/2024,0.14,0,,RR,Caroebe,1400233,DESMATAMENTO_CR
09/09/2024,0.24,0,,PA,Altamira,1500602,DESMATAMENTO_CR
27/11/2024,0.09,0,,RR,Caroebe,1400233,DESMATAMENTO_CR
27/11/2024,0.07,0,,RR,Caroebe,1400233,DESMATAMENTO_CR
27/11/2024,0.12,0,,RR,Rorainopolis,1400472,DESMATAMENTO_CR
11/05/2025,0.07,0,,AM,Beruri,1300631,DESMATAMENTO_CR
27/11/2024,0.18,0,,RR,Caracarai,1400209,DESMATAMENTO_CR
27/11/2024,0.15,0,,RR,Caracarai,1400209,DESMATAMENTO_CR
02/10/2024,0.08,0,,AC,Rio Branco,1200401,DESMATAMENTO_CR
26/11/2024,0.12,0,,MT,Querencia,5107065,DESMATAMENTO_CR
26/11/2024,0.12,0,,MT,Querencia,5107065,DESMATAMENTO_CR
26/11/2024,0.12,0,,MT,Querencia,5107065,DESMATAMENTO_CR
09/09/2024,0.13,0,,PA,Prainha,1506005,DESMATAMENTO_CR
26/11/2024,0.08,0,,MT,Querencia,5107065,DESMATAMENTO_CR
26/11/2024,0.1,0,,MT,Querencia,5107065,DESMATAMENTO_CR
26/11/2024,0.18,0,,MT,Uniao do Sul,5108303,DESMATAMENTO_CR
11/05/2025,0.81,0,,AM,Careiro,1301100,DESMATAMENTO_CR
11/05/2025,0.82,0,,AM,Careiro,1301100,DESMATAMENTO_CR
07/10/2024,0.15,0,,AM,Canutama,1300904,DESMATAMENTO_CR
02/10/2024,0.12,0,,AC,Rio Branco,1200401,DESMATAMENTO_CR
19/01/2025,0.14,0,,RR,Sao Joao da Baliza,1400506,DESMATAMENTO_CR
11/05/2025,0.17,0,,RO,Alto Paraiso,1100403,DESMATAMENTO_CR
11/05/2025,0.13,0,,AM,Tapaua,1304104,DESMATAMENTO_CR
09/09/2024,0.12,0,,PA,Sao Felix do Xingu,1507300,DESMATAMENTO_CR
02/10/2024,0.09,0,,AC,Rio Branco,1200401,DESMATAMENTO_CR
16/10/2024,0.1,0,,AM,Maues,1302900,DESMATAMENTO_CR
11/10/2024,0.21,0,,PA,Alenquer,1500404,DESMATAMENTO_CR
11/05/2025,0.07,0,,AM,Beruri,1300631,DESMATAMENTO_CR
24/09/2024,0.38,0,,MT,Uniao do Sul,5108303,DESMATAMENTO_CR
16/10/2024,0.14,0,,AM,Apui,1300144,DESMATAMENTO_CR
11/05/2025,0.47,0,,AM,Humaita,1301704,DESMATAMENTO_CR
19/10/2024,0.11,0,,PA,Prainha,1506005,DESMATAMENTO_CR
11/10/2024,1.62,0,,MT,Uniao do Sul,5108303,DESMATAMENTO_CR
19/01/2025,0.09,0,,RR,Rorainopolis,1400472,DESMATAMENTO_CR
11/05/2025,0.21,0,,RO,Candeias do Jamari,1100809,DESMATAMENTO_CR
16/10/2024,0.16,0,,AM,Apui,1300144,DESMATAMENTO_CR
11/05/2025,0.2,0,,RO,Candeias do Jamari,1100809,DESMATAMENTO_CR
09/09/2024,0.08,0,,MT,Vila Rica,5108600,DESMATAMENTO_CR
02/10/2024,0.08,0,,AC,Manoel Urbano,1200344,DESMATAMENTO_CR
09/09/2024,0.07,0,,MT,Vila Rica,5108600,DESMATAMENTO_CR
16/10/2024,0.53,0,,AM,Apui,1300144,DESMATAMENTO_CR
02/10/2024,0.51,0,,AC,Rio Branco,1200401,DESMATAMENTO_CR
16/10/2024,0.5,0,,AM,Apui,1300144,DESMATAMENTO_CR
02/10/2024,0.12,0,,AC,Rio Branco,1200401,DESMATAMENTO_CR
11/05/2025,0.2,0,,RO,Candeias do Jamari,1100809,DESMATAMENTO_CR
11/10/2024,0.09,0,,PA,Oriximina,1505304,DESMATAMENTO_CR
11/05/2025,0.09,0,,AM,Humaita,1301704,DESMATAMENTO_CR
19/01/2025,0.23,0,,RR,Rorainopolis,1400472,DESMATAMENTO_CR
11/05/2025,0.2,0,,AM,Humaita,1301704,DESMATAMENTO_CR
26/11/2024,0.91,0,,MT,Marcelandia,5105580,DESMATAMENTO_CR
16/10/2024,0.37,0,,AM,Apui,1300144,DESMATAMENTO_CR
16/10/2024,0.23,0,,AM,Apui,1300144,DESMATAMENTO_CR
16/10/2024,0.39,0,,AM,Apui,1300144,DESMATAMENTO_CR
02/10/2024,0.13,0,,AC,Rio Branco,1200401,DESMATAMENTO_CR
